sample_id,parent_id,copy_number_for_parent,length,folded_residue_count,disordered_residue_count,mutation_count,mutation_fraction,parent_identity,idr_unchanged,mutated_positions_1based,sequence_sha256
pos_train_seq558_hmm_aug008,pos_train_seq558,8,356,106,250,5,0.014044943820224719,0.9859550561797753,1,"22,33,51,88,115",77c026938e40fde04ebcbeed9a0f1765cfa3ec52e7b1d4ad08b80a009ccc1100
pos_train_seq559_hmm_aug008,pos_train_seq559,8,303,255,48,6,0.019801980198019802,0.9801980198019802,1,"40,75,112,158,249,271",156981aa584eb29fa45ee598abadf629ab5c36ccac693b2ed8bd3f225c6520f3
pos_train_seq560_hmm_aug008,pos_train_seq560,8,221,72,149,4,0.01809954751131222,0.9819004524886877,1,"15,26,61,79",41aa85158d30dc48c3ef9f6ded251a70907d0aa054ce7a04336f02a5dc361ce2
pos_train_seq561_hmm_aug008,pos_train_seq561,8,280,141,139,6,0.02142857142857143,0.9785714285714285,1,"22,46,58,258,272,274",565ed1c25331d196f350858f667e31ed7efc6dfc403e6497e12906162d7341a6
pos_train_seq564_hmm_aug008,pos_train_seq564,8,338,63,275,2,0.005917159763313609,0.9940828402366864,1,"163,169",553eadd2578b567939ea191aec7c11f090364a55d1acc8d57a00c4ee817784b8
pos_train_seq566_hmm_aug008,pos_train_seq566,8,313,195,118,11,0.03514376996805112,0.9648562300319489,1,"49,52,92,103,123,137,147,158,162,174,198",bcb1c33a13b5883819aadf40bd92acdca9d1e70386e5693b453db7fefe3071f9
pos_train_seq567_hmm_aug008,pos_train_seq567,8,478,87,391,1,0.0020920502092050207,0.997907949790795,1,75,3345be12556a1055d05a29e05fcb63c86851bf531043217e1af98aa31c76c6f0
pos_train_seq568_hmm_aug008,pos_train_seq568,8,390,47,343,4,0.010256410256410256,0.9897435897435898,1,"58,68,132,150",4dbac750da8262a21406920de42c20c694e82b593bd690d7428e38c69f4abcb7
pos_train_seq569_hmm_aug008,pos_train_seq569,8,332,332,0,20,0.060240963855421686,0.9397590361445783,1,"1,3,20,33,46,61,103,126,140,168,172,230,240,279,287,302,304,307,309,311",47425a565ec03778cdd055a4ceaf274af5bdbe6bc0d4b905bbd71b1340aa6701
pos_train_seq570_hmm_aug008,pos_train_seq570,8,456,86,370,4,0.008771929824561403,0.9912280701754386,1,"306,312,331,363",dfebc15c74e1923a80b13a0746eb9550dbfe712f1604f2051c20d09f4315afb9
pos_train_seq572_hmm_aug008,pos_train_seq572,8,160,157,3,5,0.03125,0.96875,1,"14,16,24,44,126",03763431721255f14172d8bb8f878c7da4561bd299fbeddb015b7cee28d287e7
pos_train_seq573_hmm_aug008,pos_train_seq573,8,265,131,134,5,0.018867924528301886,0.9811320754716981,1,"19,156,192,214,236",df1d73e5731faaede4268d419d638d752eba0557ffc6013e9123a0ed2efcb902
pos_train_seq574_hmm_aug008,pos_train_seq574,8,392,224,168,9,0.02295918367346939,0.9770408163265306,1,"12,14,96,98,110,129,233,239,252",c64c9da84e14e1e23e0d92573af5949deb54de4dbe6efa781cb504bfe3bb30c8
pos_train_seq576_hmm_aug008,pos_train_seq576,8,443,59,384,6,0.013544018058690745,0.9864559819413092,1,"270,276,283,328,341,348",4e9734468dad6c74bf779739f5f92390a6d2c29d675e34c645d18a775cb147ef
pos_train_seq577_hmm_aug008,pos_train_seq577,8,281,3,278,1,0.0035587188612099642,0.99644128113879,1,45,f4d7e357d3a3570230277999ec2e7f0b3ee88c96ce28aa96d0f323ad1f184398
pos_train_seq579_hmm_aug008,pos_train_seq579,8,175,36,139,2,0.011428571428571429,0.9885714285714285,1,"153,163",324531300cdea851ca222b68550f3c6695894feb0dd27601e486846b08a7d98e
pos_train_seq580_hmm_aug008,pos_train_seq580,8,501,408,93,27,0.05389221556886228,0.9461077844311377,1,"22,57,69,76,121,129,141,155,159,164,165,222,227,246,256,290,291,306,308,318,329,335,338,447,458,459,463",eb4293404756d6d352862c2c7df25776cfa8e10f09a0edfc2eab48b2855b8475
pos_train_seq581_hmm_aug008,pos_train_seq581,8,313,155,158,6,0.019169329073482427,0.9808306709265175,1,"11,47,113,160,171,174",a914aff2e194fe9a9ab7154c3d56a87a4b296c0229dd134c7bc6593ad841c922
pos_train_seq582_hmm_aug008,pos_train_seq582,8,363,160,203,9,0.024793388429752067,0.9752066115702479,1,"26,37,51,54,178,193,267,337,355",06150b21cbfec649e182df3e63b66daf9c39b0b3e31a0d12693305f72a6bde11
pos_train_seq583_hmm_aug008,pos_train_seq583,8,407,153,254,8,0.019656019656019656,0.9803439803439803,1,"2,34,44,50,51,56,71,129",7009db33f1a94ea07606a83739e0e66f89189a41e223b6e39d9a3f7aceb23358
pos_train_seq584_hmm_aug008,pos_train_seq584,8,133,119,14,6,0.045112781954887216,0.9548872180451128,1,"38,50,68,71,88,92",3c1e3aeb867a32b1183fc589668a73ccf965cfe866f9523a1c92e7c534a7cc8e
pos_train_seq585_hmm_aug008,pos_train_seq585,8,411,122,289,6,0.014598540145985401,0.9854014598540146,1,"233,236,297,299,333,360",37e4b85a3318b2816b8476c179675ff0acc5ea5024b574131f04c1ce72768120
pos_train_seq587_hmm_aug008,pos_train_seq587,8,163,75,88,3,0.018404907975460124,0.9815950920245399,1,"44,48,72",330757db72e24499f9fa3c30284ffccf689f3efaa819fc1bbcf0824fbfe0ec1e
pos_train_seq591_hmm_aug008,pos_train_seq591,8,444,254,190,10,0.02252252252252252,0.9774774774774775,1,"182,197,206,251,282,347,351,421,432,436",f626ffb9980c3db66f9b372e9acead473c7c138627a9d2b426d2590ae989e420
pos_train_seq0_hmm_aug009,pos_train_seq0,9,496,354,142,16,0.03225806451612903,0.967741935483871,1,"124,130,134,195,198,219,268,273,274,278,318,344,410,413,423,427",add142bc3a96db4bb836039c06e58e28cbc77c7a25e66b197095036d66ae4574
pos_train_seq1_hmm_aug009,pos_train_seq1,9,231,231,0,6,0.025974025974025976,0.974025974025974,1,"19,24,60,166,180,211",daf9a1ccc658d8082b81fc7f0aa6b507092a3b24ce6806874a6c74ef39b6a964
pos_train_seq2_hmm_aug009,pos_train_seq2,9,163,78,85,1,0.006134969325153374,0.9938650306748467,1,14,5cd7f63abb2288af68c028d60b3877af7448bef87f512ceea3ed5812f1f1ed7c
pos_train_seq3_hmm_aug009,pos_train_seq3,9,157,120,37,9,0.05732484076433121,0.9426751592356688,1,"25,60,76,109,110,111,131,143,144",f89dd91b580e907c9dbe602e7f861248acde09b6ac967dabe110f67c97ad701d
pos_train_seq7_hmm_aug009,pos_train_seq7,9,480,148,332,5,0.010416666666666666,0.9895833333333334,1,"108,120,204,251,351",9e99dcb42694e3058ef956eb6f9ae54521dd660825d83abcb5c1a26c67c13c05
pos_train_seq8_hmm_aug009,pos_train_seq8,9,180,1,179,1,0.005555555555555556,0.9944444444444445,1,97,768e1962273bd908c63ff20d9b3a406722bf55276f4abff44a29e2d731342614
pos_train_seq10_hmm_aug009,pos_train_seq10,9,474,318,156,21,0.04430379746835443,0.9556962025316456,1,"48,55,68,97,117,128,131,138,143,159,167,192,210,212,219,257,265,270,275,282,451",6df376628d8eda39275429382e896a3b42701b74d1c3de4957d3dcd076270ee4
pos_train_seq11_hmm_aug009,pos_train_seq11,9,378,159,219,11,0.0291005291005291,0.9708994708994709,1,"33,45,58,77,83,115,128,132,175,182,188",8d32b72fb02e7ffbe7b8d0d1018355c66352316da4e8ce7209731470f7925ffd
pos_train_seq12_hmm_aug009,pos_train_seq12,9,359,6,353,1,0.002785515320334262,0.9972144846796658,1,181,60e9987e2a3ce64eaa26971acc328a47e5f5d2e232202af397d39b2efb651990
pos_train_seq14_hmm_aug009,pos_train_seq14,9,501,305,196,18,0.03592814371257485,0.9640718562874252,1,"76,77,82,113,134,144,165,169,194,207,219,222,249,308,330,348,351,363",5376564278675e05b530e471b08a953df425badfd9bc00e1995ff89c21d9becf
pos_train_seq16_hmm_aug009,pos_train_seq16,9,461,210,251,13,0.028199566160520606,0.9718004338394794,1,"3,40,41,45,50,86,101,119,145,162,401,419,433",e879fa5fc825f22b8c0733fdb8827c1d4e300df688b0625ca39b36940af8e981
pos_train_seq17_hmm_aug009,pos_train_seq17,9,280,124,156,5,0.017857142857142856,0.9821428571428571,1,"83,234,243,265,268",802822d9454056444790fed1689c63aedfa769529999916650283049b663b74e
pos_train_seq18_hmm_aug009,pos_train_seq18,9,184,171,13,8,0.043478260869565216,0.9565217391304348,1,"16,42,50,90,117,127,156,179",a3e7940ae980d69eeaf9f69aa505ce500139968d109d657e3e6ad68dc2a18287
pos_train_seq19_hmm_aug009,pos_train_seq19,9,501,305,196,14,0.027944111776447105,0.9720558882235529,1,"29,75,105,116,130,145,149,159,207,233,239,251,296,307",7a924b4db6f1c2cf55c07def74eda20cc4a6630b9320e219dee42270a69e3b10
pos_train_seq24_hmm_aug009,pos_train_seq24,9,165,4,161,1,0.006060606060606061,0.9939393939393939,1,155,9458988fb35e767f8c41c6157618bb3263aa3b1aa1112d6a28017c2fde48c127
pos_train_seq25_hmm_aug009,pos_train_seq25,9,198,190,8,12,0.06060606060606061,0.9393939393939394,1,"30,36,49,58,79,88,110,124,136,147,167,172",23c4feec05ea1d42ee1b9e1ebf9e499131efe66fc672eefb495bc902cbba7289
pos_train_seq28_hmm_aug009,pos_train_seq28,9,391,312,79,18,0.04603580562659847,0.9539641943734015,1,"23,24,40,44,47,76,80,122,149,175,176,235,278,289,296,299,302,325",adf06d62b0df13ac129be1769e40dc06db36f046a21a1458229eea8287ecdf98
pos_train_seq29_hmm_aug009,pos_train_seq29,9,267,135,132,8,0.0299625468164794,0.9700374531835206,1,"18,25,58,103,132,157,159,160",5b7178428186f05544652a682bcb147873739977ab56d4f7d038ac73e9ecffe3
pos_train_seq31_hmm_aug009,pos_train_seq31,9,388,18,370,1,0.002577319587628866,0.9974226804123711,1,361,42f317ec17f06b165e1e9601f5233aac8a31be86f355ccf44235d6ab5f0c58d3
pos_train_seq32_hmm_aug009,pos_train_seq32,9,240,131,109,4,0.016666666666666666,0.9833333333333333,1,"93,126,186,188",8d618170e11424f5e598ab9c350a1577bcdc1e6b8a2d7afbea33314914432b2d
pos_train_seq33_hmm_aug009,pos_train_seq33,9,495,493,2,20,0.04040404040404041,0.9595959595959596,1,"13,40,77,83,84,93,94,95,154,181,222,233,292,313,348,373,428,460,487,491",073fc2c3dd99dbd53f4b142ba3f237d3736c5b78b65fcd13f6d9c594241ed9ac
pos_train_seq34_hmm_aug009,pos_train_seq34,9,357,189,168,10,0.028011204481792718,0.9719887955182073,1,"28,45,61,65,68,91,314,328,332,343",67de7a7c3021f40f3e518843d9d214eba67bf78ec9be6166c1b15b2f6fcb4e9d
pos_train_seq35_hmm_aug009,pos_train_seq35,9,214,135,79,3,0.014018691588785047,0.985981308411215,1,"147,174,183",f41e4228a1de05bb466f038abf1700787791a74a858413d9faa8fe083cab8b22
pos_train_seq36_hmm_aug009,pos_train_seq36,9,412,405,7,19,0.04611650485436893,0.9538834951456311,1,"16,44,61,70,78,117,142,178,188,200,221,237,246,287,299,336,369,388,410",fd343282b66cfef0b0d039de8a6aeef592ce825b44d45aa891572f58d261f6c8
pos_train_seq37_hmm_aug009,pos_train_seq37,9,213,94,119,5,0.023474178403755867,0.9765258215962441,1,"31,50,65,161,182",ecd4d0bff42faf593acf3e16d6a783d60ac2a9766cfea7cb87b9b14c6bda407c
pos_train_seq38_hmm_aug009,pos_train_seq38,9,352,148,204,7,0.019886363636363636,0.9801136363636364,1,"149,163,187,195,211,276,277",f8c6caad82fe5f16ba2e9b2feed4afa33b29c2fd72f20cf5861b6960d01bedf3
pos_train_seq39_hmm_aug009,pos_train_seq39,9,328,108,220,5,0.01524390243902439,0.9847560975609756,1,"99,109,128,286,291",33893dd0521bfac755ffd2bfe0123ed3b53787fb8b6b658c20c7fb976db6eafc
pos_train_seq42_hmm_aug009,pos_train_seq42,9,387,240,147,11,0.028423772609819122,0.9715762273901809,1,"7,9,21,26,43,47,55,57,122,183,221",eb3e80a2d44bc3d752f71442b8f0cd605e65b20663064013f19bdffdbe0f540a
pos_train_seq44_hmm_aug009,pos_train_seq44,9,452,227,225,6,0.01327433628318584,0.9867256637168141,1,"274,275,376,384,403,437",1e8c081bd93c8a236852a79d17b667360df986f685b5f57af82574eb80291864
pos_train_seq45_hmm_aug009,pos_train_seq45,9,429,252,177,11,0.02564102564102564,0.9743589743589743,1,"29,50,69,71,193,215,245,261,263,279,289",d432aec4a1fde67352775b909d7b5d2115d1b80617f9c8fb555b538ad1ce25ec
pos_train_seq46_hmm_aug009,pos_train_seq46,9,392,47,345,1,0.002551020408163265,0.9974489795918368,1,132,37b8d593fd083e40779681b69869b668509f24befe46391b2be1e97aacced683
pos_train_seq47_hmm_aug009,pos_train_seq47,9,127,126,1,4,0.031496062992125984,0.9685039370078741,1,"33,88,97,103",b6b9b8261f313fa51b7be3119ccaa0b98ac060eb6c0296eee617cbbab67412df
pos_train_seq50_hmm_aug009,pos_train_seq50,9,343,145,198,9,0.026239067055393587,0.9737609329446064,1,"193,195,265,280,301,302,323,333,335",f9b0dc83b80d8fb8e586262ab58d9cc915839ed60f49cab38c920bb98d72e9bc
pos_train_seq51_hmm_aug009,pos_train_seq51,9,401,12,389,1,0.0024937655860349127,0.9975062344139651,1,319,1909bec445440ae9a5a51649cded9c4182cea4ad9aa10ef5c7d9659555e3b6fd
pos_train_seq52_hmm_aug009,pos_train_seq52,9,175,37,138,1,0.005714285714285714,0.9942857142857143,1,165,c2eee1c7da1788540fa60c938c448a81adb6df324928149d44d26b5c9a3ef300
pos_train_seq54_hmm_aug009,pos_train_seq54,9,376,282,94,11,0.02925531914893617,0.9707446808510638,1,"32,35,97,104,226,227,270,299,316,328,344",0e69227d754e0ac15a45b6ec236155260b0a197e042035ecd54ee687b05db6e2
pos_train_seq55_hmm_aug009,pos_train_seq55,9,393,186,207,9,0.022900763358778626,0.9770992366412213,1,"107,135,150,177,193,201,246,268,336",c021ef88c79216353d86b7344bc9a8497dcf8dfddee36d78351d2ef38eda6e0f
pos_train_seq57_hmm_aug009,pos_train_seq57,9,246,35,211,2,0.008130081300813009,0.991869918699187,1,"210,229",8587a2ae19cf20600e8cfdce9472bd4546c9ce174f94e0fb59b9426616890496
pos_train_seq59_hmm_aug009,pos_train_seq59,9,185,137,48,6,0.032432432432432434,0.9675675675675676,1,"84,89,112,132,166,169",d9fd8808187f39356d9451b0edbcff0ba70cacd38ce84fc42262ba4650cfe89c
pos_train_seq60_hmm_aug009,pos_train_seq60,9,341,304,37,11,0.03225806451612903,0.967741935483871,1,"26,38,45,67,134,137,144,193,208,251,294",7aec8c5aec50d90f678525a5d1b2a7d59b87020752731f6be55dd245c97b0e42
pos_train_seq65_hmm_aug009,pos_train_seq65,9,341,271,70,24,0.07038123167155426,0.9296187683284457,1,"75,82,96,100,103,105,113,116,121,125,140,141,151,160,162,177,212,218,271,273,274,278,282,335",0b6e9047b6cf1c7541fb0b40b7574fe08b0c659557484220396836301907c3ab
pos_train_seq66_hmm_aug009,pos_train_seq66,9,481,468,13,25,0.05197505197505198,0.9480249480249481,1,"16,25,29,31,56,77,78,120,127,171,193,206,207,247,311,318,323,355,369,373,384,389,456,478,479",3b209f623b76b43f5e2e3e20b46872eaf56abbca565144a2396d543a714255e4
pos_train_seq67_hmm_aug009,pos_train_seq67,9,326,314,12,16,0.049079754601226995,0.950920245398773,1,"39,45,50,61,92,135,185,207,232,237,245,261,282,321,323,326",92ac9ab577e849e5a6d19977ba58c26364d2e82439f3d861e807b1cdff1b4330
pos_train_seq68_hmm_aug009,pos_train_seq68,9,341,228,113,14,0.04105571847507331,0.9589442815249267,1,"20,46,48,61,68,73,87,97,107,239,279,280,323,327",49956129dcd51eb975fac17b0e1844048c93cb628aa36c94a3ad74feb4c04c24
pos_train_seq69_hmm_aug009,pos_train_seq69,9,394,379,15,25,0.06345177664974619,0.9365482233502538,1,"20,48,59,66,103,120,137,148,166,212,216,249,254,265,288,292,307,329,332,336,337,341,361,370,373",c66a60cf1f9e1bca691aa045b3a424a820984ca8e302d34ce40ec2068a038055
pos_train_seq70_hmm_aug009,pos_train_seq70,9,130,78,52,3,0.023076923076923078,0.9769230769230769,1,"43,57,70",52bb14120480de9102d5cad910e93fd06490ce49d3b7276c33a3fbf170008f6f
pos_train_seq73_hmm_aug009,pos_train_seq73,9,201,191,10,8,0.03980099502487562,0.9601990049751243,1,"7,13,77,80,121,138,145,190",888d17ef73153ab9b8c427782b5108808dbace49523fc2ed295ccb45e03011aa
pos_train_seq75_hmm_aug009,pos_train_seq75,9,501,173,328,2,0.003992015968063872,0.9960079840319361,1,"78,100",290ef08c155169257ce3ddc4be4c9cd9c954da3798ee10d5c138e083be3e62c3
pos_train_seq76_hmm_aug009,pos_train_seq76,9,183,123,60,6,0.03278688524590164,0.9672131147540983,1,"77,81,125,134,140,149",de22fb26527aee0b964ad4cabc1dfc5db217f4a9c119c79197a59cb9a1db1c5a
pos_train_seq79_hmm_aug009,pos_train_seq79,9,178,157,21,6,0.033707865168539325,0.9662921348314607,1,"37,54,91,113,167,173",d983d31bd9a029fad2955044c027350a4e853588c159f91aa4dfc41fb4f293b6
pos_train_seq80_hmm_aug009,pos_train_seq80,9,427,281,146,16,0.03747072599531616,0.9625292740046838,1,"117,138,141,144,150,186,191,208,235,255,261,267,294,296,347,356",4442b5cbb842f98385d27f9a42e1d6ecdf9a1733e59f9a1fdbf0d3e4ecc9b5a7
pos_train_seq82_hmm_aug009,pos_train_seq82,9,479,466,13,18,0.037578288100208766,0.9624217118997912,1,"10,31,78,90,95,122,145,169,201,210,233,237,245,330,343,364,374,434",794ea201907685e99a5fcbe26caa5cd83aeab5442c3d5c4a56ec99feb836760b
pos_train_seq86_hmm_aug009,pos_train_seq86,9,377,318,59,19,0.050397877984084884,0.9496021220159151,1,"3,135,139,142,168,202,214,240,249,295,297,298,305,309,311,333,355,360,375",79d17a43c4ad226235b8dc2819cb5ce12017a9d1b6c6e49fbe586e1b87e726e2
pos_train_seq87_hmm_aug009,pos_train_seq87,9,321,199,122,9,0.028037383177570093,0.9719626168224299,1,"137,145,149,177,178,209,265,268,269",beef6f76315892f2a13a15ec29d6c8f442f4884cb7929fccb9d0ff4dfaf61641
pos_train_seq89_hmm_aug009,pos_train_seq89,9,493,325,168,11,0.02231237322515213,0.9776876267748479,1,"83,127,149,169,170,210,256,263,264,366,489",adfc00a4bcd0887fcd52587edb317cb088e1e288874356429cb3db3b0b93be2c
pos_train_seq90_hmm_aug009,pos_train_seq90,9,435,229,206,12,0.027586206896551724,0.9724137931034482,1,"226,247,252,271,284,287,311,313,338,349,392,396",2a3521164ef64f7fab67de6c21bd8a0124aa7bbd1dc5273363233c7154d5f2e0
pos_train_seq91_hmm_aug009,pos_train_seq91,9,472,313,159,12,0.025423728813559324,0.9745762711864406,1,"52,57,110,124,162,288,291,296,310,311,325,345",0e47477151a4bec7fd26a5cde9bb7bf9feb734b10191afa04a13e80c2dc3bf66
pos_train_seq93_hmm_aug009,pos_train_seq93,9,316,127,189,5,0.015822784810126583,0.9841772151898734,1,"27,59,72,97,158",f945722281da8477d10063cdde2b1b223161d8c34f750f3398d547d2a756f8ca
pos_train_seq94_hmm_aug009,pos_train_seq94,9,422,246,176,10,0.023696682464454975,0.976303317535545,1,"33,48,165,175,201,205,361,362,384,396",1a632a3e747c66cfc0233261a09262890c84e1cc9b32e39131c7f594fe8d72d3
pos_train_seq95_hmm_aug009,pos_train_seq95,9,341,168,173,9,0.026392961876832845,0.9736070381231672,1,"9,18,27,36,40,105,114,116,141",93d8a56e6c1ab21c29821f5f3c761de6bd879905ba258273934237d1129b79ce
pos_train_seq96_hmm_aug009,pos_train_seq96,9,336,214,122,10,0.02976190476190476,0.9702380952380952,1,"64,106,109,119,255,259,262,291,324,333",15b68fc6c4d90670b538d99954f4bb2c7b8a0d0db38c879ea1eff0046a1a5e2a
pos_train_seq97_hmm_aug009,pos_train_seq97,9,191,117,74,6,0.031413612565445025,0.9685863874345549,1,"38,62,63,133,178,179",74fe5236b92426f0a0bf2fcc93409e8d1e2d79087f124fb0e496118986b39dfd
pos_train_seq98_hmm_aug009,pos_train_seq98,9,178,107,71,4,0.02247191011235955,0.9775280898876404,1,"80,94,128,133",799fff1661ef1362ae66c031959b0aa602dcdcda7f98eda7349639011f5f29a1
pos_train_seq99_hmm_aug009,pos_train_seq99,9,125,114,11,6,0.048,0.952,1,"13,37,49,110,111,121",f8745395b6192f80e70fce62bf88644e4235b3d4183515fbc772fdaf3dfc89e9
pos_train_seq101_hmm_aug009,pos_train_seq101,9,297,210,87,8,0.026936026936026935,0.9730639730639731,1,"49,102,109,115,125,140,218,228",aaaed02af2d8e321958f1a23d144024fd302bbfbc71a2ae352ed73a41364122f
pos_train_seq103_hmm_aug009,pos_train_seq103,9,426,256,170,16,0.03755868544600939,0.9624413145539906,1,"11,31,54,58,69,94,97,123,126,148,151,153,200,215,219,402",5bfc367743d388657e665a697fcdec667af03ff11f23edd719e255273914ac87
pos_train_seq104_hmm_aug009,pos_train_seq104,9,332,326,6,18,0.05421686746987952,0.9457831325301205,1,"40,75,86,91,95,113,142,184,195,199,238,246,264,266,267,269,292,319",7376559bc60be16ce453a0c6d4b216d9e09d7471824fdb306d1703cd10d6cf11
pos_train_seq105_hmm_aug009,pos_train_seq105,9,380,78,302,3,0.007894736842105263,0.9921052631578947,1,"295,326,379",aee9c3187098acde2f7efe6648c2e3123e57fee93530d52b336e791d8796b3c5
pos_train_seq106_hmm_aug009,pos_train_seq106,9,320,156,164,10,0.03125,0.96875,1,"12,16,65,71,102,109,113,123,143,164",8568436ad8731a1b94adfb35878f252eea097dcfc2a3c7b9af1af2af7b15d248
pos_train_seq107_hmm_aug009,pos_train_seq107,9,219,162,57,7,0.0319634703196347,0.9680365296803652,1,"61,78,93,142,152,210,216",2b09ec1fd59476669fb868cb79757fba25697478ea07b76c9a2117795808bf2b
pos_train_seq108_hmm_aug009,pos_train_seq108,9,189,181,8,5,0.026455026455026454,0.9735449735449735,1,"35,97,101,126,138",552e244d70b18c8bcc1464655e5eb15ec215408451eb93020e03f42dd3e8add8
pos_train_seq109_hmm_aug009,pos_train_seq109,9,244,75,169,6,0.02459016393442623,0.9754098360655737,1,"74,88,105,113,122,133",73e19bfe2af15c86dd4b9e28bbe95b16efbb95943c08ef8afbceb69cdfac40fb
pos_train_seq112_hmm_aug009,pos_train_seq112,9,194,36,158,2,0.010309278350515464,0.9896907216494846,1,"58,61",8e5c0c848aef3b11019eb442fb46fd8c2403702f2484fc7b40f656198bd769f5
pos_train_seq113_hmm_aug009,pos_train_seq113,9,427,344,83,21,0.04918032786885246,0.9508196721311475,1,"24,39,43,52,53,68,79,97,206,208,219,236,240,247,266,307,317,377,399,401,408",fda15867390115b7d92e9792a72af1b20353bb7679833ed061e2e2863e8bf07d
pos_train_seq116_hmm_aug009,pos_train_seq116,9,272,267,5,12,0.04411764705882353,0.9558823529411765,1,"10,24,48,80,81,114,125,163,184,209,214,246",359c7d8436b6a35c1c12ffbaea13b267345c48954f82b7466e2d2960ca829da3
pos_train_seq118_hmm_aug009,pos_train_seq118,9,339,177,162,12,0.035398230088495575,0.9646017699115044,1,"168,180,199,210,218,224,229,235,242,266,284,308",927039e28fed90318d7da45a36e3fe42a31338943c46f9fe14be174bc3112e32
pos_train_seq119_hmm_aug009,pos_train_seq119,9,471,157,314,10,0.021231422505307854,0.9787685774946921,1,"74,81,93,111,154,163,190,215,217,218",bc4c71d1efc5d7e34ba521e5813840b9ac4ec8e7b827d6d7313ba2a70f2f0504
pos_train_seq121_hmm_aug009,pos_train_seq121,9,172,131,41,5,0.029069767441860465,0.9709302325581395,1,"22,29,49,96,100",4d03a579e5a55112dc7c1143c9a352af93d62e5f7fad246ecf281bb55922b0a6
pos_train_seq122_hmm_aug009,pos_train_seq122,9,175,157,18,5,0.02857142857142857,0.9714285714285714,1,"127,132,133,137,164",148cd928a60cd1afc51ede160e9492fbe7876168a9edf493518ad0616626096c
pos_train_seq123_hmm_aug009,pos_train_seq123,9,175,37,138,3,0.017142857142857144,0.9828571428571429,1,"135,149,150",c8eb6610495d5fc0e9ee6208029d3b9379a580a2afb82f4b042cf3b6edeef2fc
pos_train_seq124_hmm_aug009,pos_train_seq124,9,375,285,90,18,0.048,0.952,1,"11,26,68,73,105,119,156,158,168,219,226,237,241,247,262,267,281,301",88357c149801c670d4ed9fa8a4363d0988f367a1b91d74cc6133b928ef2dc660
pos_train_seq126_hmm_aug009,pos_train_seq126,9,196,188,8,13,0.0663265306122449,0.9336734693877551,1,"10,26,50,79,130,136,141,153,156,166,169,173,184",9f1a3c6a0018bdc75b67ab6b81a41a2877d3d7bd634f3438d54c2ecc37d959b1
pos_train_seq127_hmm_aug009,pos_train_seq127,9,454,363,91,27,0.05947136563876652,0.9405286343612335,1,"84,99,100,142,153,169,174,195,202,203,206,256,258,272,279,289,326,330,331,375,387,397,400,403,406,409,444",5cf4196c96531f4832ae263a809cd695a25a47f432076c5ccae220d24bbc22fb
pos_train_seq129_hmm_aug009,pos_train_seq129,9,385,19,366,1,0.0025974025974025974,0.9974025974025974,1,329,98cf96ba341ad51b9bc7e6b716f98ccfd4de4d3faa3350a6e5ea6e301933b227
pos_train_seq130_hmm_aug009,pos_train_seq130,9,307,47,260,2,0.006514657980456026,0.993485342019544,1,"180,196",aff8b78dffb89eaf5ee90b0e9110c30cc81dcaf9dcad445bd2d5144bcd9c8d67
pos_train_seq132_hmm_aug009,pos_train_seq132,9,241,59,182,2,0.008298755186721992,0.991701244813278,1,"134,171",ecf7e745048dbed4d9cb86162cd5e4e891b610fd42b50129c255c6f0f1152020
pos_train_seq133_hmm_aug009,pos_train_seq133,9,284,83,201,5,0.017605633802816902,0.9823943661971831,1,"96,98,104,106,156",d302bd96a56b607ba83b26535a751c7b2ca31d42ae50eadc8e6b7a611c520836
pos_train_seq135_hmm_aug009,pos_train_seq135,9,185,73,112,1,0.005405405405405406,0.9945945945945946,1,30,85447bad8d70e5c8c0aa32c8bd3751aea576d8e814548783a812455dcc5f5475
pos_train_seq137_hmm_aug009,pos_train_seq137,9,435,239,196,11,0.02528735632183908,0.9747126436781609,1,"2,14,51,69,77,82,87,102,137,152,219",c85a00fd49700a90ed3ab75b736b0b30d8568f1ee8986300ac298074c3ee6055
pos_train_seq138_hmm_aug009,pos_train_seq138,9,452,88,364,3,0.00663716814159292,0.9933628318584071,1,"10,28,80",00404b01755e6fc0f94c65b1e37feaaedf8851c5205a6824a3b164c08140bc67
pos_train_seq139_hmm_aug009,pos_train_seq139,9,297,179,118,9,0.030303030303030304,0.9696969696969697,1,"21,22,106,115,211,243,263,279,285",739031ee9bf2b19aaee03da236c2eae9abf52d8fd10306cfca1a03280a0d3b08
pos_train_seq140_hmm_aug009,pos_train_seq140,9,414,249,165,18,0.043478260869565216,0.9565217391304348,1,"35,49,53,58,72,77,86,127,155,158,162,186,190,205,207,233,234,245",5b0124ffad2bc83847d33af8e9095f329a8f253fb4f46d184966bce22ec3456c
pos_train_seq143_hmm_aug009,pos_train_seq143,9,454,373,81,27,0.05947136563876652,0.9405286343612335,1,"23,48,77,99,110,112,124,151,189,200,204,214,237,242,243,245,251,283,298,305,313,316,326,348,373,377,389",47aa2270a31378ae753de7dc3096aba4d4b104117696f100be24bf11f24927f2
pos_train_seq144_hmm_aug009,pos_train_seq144,9,437,99,338,2,0.004576659038901602,0.9954233409610984,1,"134,147",d500a34bb86ebc71ca59c004809cd1e61f792020ef7e9561ce7dbfeb7b5e654e
pos_train_seq145_hmm_aug009,pos_train_seq145,9,441,4,437,1,0.0022675736961451248,0.9977324263038548,1,349,291922c5b51d7fb80e2cb6b06804224b27542f87e8bca3b0048717af537967cc
